Word,AoA_Read_Mean,AoA_Read_Std.Dv,AoA_Write_Mean,AoA_Write_Std.Dv
silky,8.657142857,3.40581559,9.184210526,3.767609201
loyal,7.522040816,3.114513797,8.486111111,3.568685454
cringe,8.519723866,3.405905525,9.538461538,3.647970985
desperate,8.784514244,3.112620673,9.684210526,3.598838125
annual,8.100069252,2.424319684,8.330374753,2.042005131
extraordinary,10.38888889,4.203928624,11.45588235,4.11274377
guardian,8.625,3.535533906,8.833333333,3.880353445
twitchy,10.43055556,4.279774323,10.61111111,4.344308446
unity,10.01470588,4.586682458,10.47058824,4.395143974
ally,8.756756757,3.530859239,9.405405405,3.390832899
vast,7.915266618,2.242941676,8.831371191,2.907018198
nook,9.125714286,3.404611307,9.58122449,3.256832824
environment,8.276315789,4.14386125,8.846260388,2.814385103
noodle,6.916666667,3.634576306,6.921875,3.816579652
sandbox,6.838888889,3.16635913,7.260330579,2.997982119
claw,6.308532778,2.431941246,7.237832874,2.393623172
napkin,8.02244898,3.298011853,8.72183642,3.438083743
daylight,6.264648438,2.109720094,7.235294118,2.541281275
campfire,7.153808594,2.745500435,8.040863177,3.092664397
bless,7.464489796,2.562581352,8.264660494,2.5732521
barnyard,7.970588235,4.04508901,8.571428571,4.123360382
strap,7.058823529,2.958717745,7.852941176,2.670062455
bead,6.921875,3.299827403,7.257487217,2.8103216
apologize,6.522762346,2.25092611,7.57669832,2.585464051
runny,7.351239669,2.542009457,7.280709343,2.550204632
squishy,8.094594595,3.133239887,8.891891892,3.212681329
smiley,7.44005102,3.480116471,7.963728191,3.849912382
celery,6.893554688,1.946015033,7.261959877,2.152838332
babysit,7.260330579,2.522478303,8.03877551,3.046574388
meatball,6.294117647,2.185065172,6.855263158,2.498399203
level,6.545778835,2.446181699,6.419753086,2.054297961
rhinoceros,7.715850986,3.43900332,8.608108108,3.73075643
pump,7.820512821,3.536440337,8.346153846,3.40308267
applause,7.352812272,2.284922473,8.26953981,2.411117711
playful,6.564814815,3.116590979,7.626232742,3.109017194
electric,7.284879474,2.662963055,8.103725347,2.653436207
visitor,6.425154321,2.254346864,6.977959184,2.592609644
leaning,7.563657407,2.759084672,7.7706355,2.602369027
babe,6.244016649,2.588260745,6.861632653,3.088663334
amount,6.542480469,2.36282638,7.335629017,2.45499587
exit,6.964532872,3.412515894,7.342560554,3.404225815
aim,7.53030303,3.0795175,7.928571429,3.354415126
doghouse,6.668163265,2.32258106,7.460526316,2.786021039
seaweed,8.318181818,3.930684939,8.705882353,3.635093361
slime,6.527777778,2.486778576,7.330078125,2.494057169
dreadful,7.914858646,3.050019425,8.966469428,3.087509363
total,6.909090909,2.90057792,7.458333333,3.135909529
flour,7.447199265,3.2522797,8.205449827,3.191135368
newborn,7.381083563,2.161734563,7.959459459,2.784825893
assembly,9,3.646916506,9.328947368,3.74215633
weapon,9.212121212,4.463445808,9.647058824,4.158833993
bundle,7.523415978,2.906384599,8.338235294,3.256044701
drill,7.306703398,3.164903703,7.437180424,3.04427901
tulip,6.92330168,2.564764659,7.546398892,2.695027671
damage,7.326989619,3.293686029,8.189878893,2.956666801
leather,7.479224377,2.477072812,8.127423823,2.403544885
aluminum,8.478009259,2.81590378,9.402777778,3.213408169
solo,7.5,3.00244998,8.361111111,3.076665893
remaining,8.638671875,3.066867951,9.636363636,3.754731863
dreamland,8.993425858,3.320033153,9.978816654,3.09134161
plaque,8.837837838,4.034665851,9.578947368,4.100966128
confetti,8.369247626,3.086231691,9.336419753,3.096306739
crackle,8.142857143,2.171240593,8.032505478,2.25771513
schedule,8.628116343,3.307493579,9.763157895,3.270954985
due,6.943771626,2.452485645,7.836419753,3.233967222
narrow,7.195763331,2.238271068,8.215277778,2.231993646
potion,8.396274653,2.89936878,9.114612188,2.948325433
greed,7.450204082,3.323177675,8.315789474,3.632475614
damp,6.680555556,1.908263151,7.622685185,2.352091784
extinct,9.791666667,4.080222333,10.13888889,3.562926388
display,8.119375574,3.167080673,9.166666667,3.404194716
unable,7.280816327,3.13149003,7.992244898,2.791808337
hoot,8.344897959,2.628537502,8.534696859,2.592917651
toasty,7.73183391,2.341186264,8.592978395,2.817340914
dull,7.318181818,3.454657594,7.909090909,3.480873062
partridge,9.459459459,3.693798065,9.932432432,3.630813656
capital,7.985714286,3.492609243,8.297297297,3.627555535
drug,8.472222222,3.695449798,9.1,3.559990086
exact,7.701972243,3.571547946,8.799123448,3.432935106
unsure,8.458333333,4.083722042,9.22972973,3.850675616
grump,9.875,3.795438992,10.39189189,3.773325852
dreary,9.342857143,4.174099812,9.77027027,3.988864003
farewell,7.973701512,2.551819345,9.137119114,2.6356097
journal,8.028571429,2.248996041,8.337837838,2.360126097
versus,7.756756757,2.473811784,8.149243918,2.43323508
raven,9.025641026,4.107036193,9.621621622,4.005907799
patrol,9.934210526,4.603422717,10.01282051,4.01721162
modern,9.3125,4.278132695,9.614285714,4.573076121
groan,10.05882353,4.21714521,10.08108108,4.222153074
rage,8.861111111,3.740914921,9.578947368,4.047899548
gleaming,9.648648649,3.337216207,9.947368421,3.384762105
ability,9.283783784,3.87395244,9.371794872,3.702271615
current,7.836666667,2.724155463,8.640625,3.632812771
exclaim,8.479224377,2.993361662,9.684210526,3.13959253
cocoon,7.4375,2.391484148,8.436728395,2.891639496
iris,8.779411765,3.711552759,9.132352941,3.724018731
lifetime,8.114612188,2.87875276,8.965373961,2.677425008
townsfolk,8.929362881,2.84933919,10.21794872,3.497733988
grim,9.486486486,4.174137447,9.959459459,3.981516982
banner,8.921052632,3.542266635,9.41025641,3.092588328
ruckus,8.657894737,3.902710879,9.355263158,3.717940244
impressive,10.06756757,3.810005399,10.73684211,3.668228901
regret,7.339532872,2.386048188,8.382352941,2.677229526
commotion,9.757142857,4.125550638,10.71428571,3.777420755
steaming,9.434210526,4.167394436,10.39189189,3.867843095
rancher,9.926470588,4.190776946,10.82857143,3.927547613
beloved,10.51470588,4.576761615,10.97058824,4.34312619
applesauce,6.860408163,2.378401931,7.687728269,2.834043624
icky,5.222222222,1.230872169,6.228571429,1.707866131
chirp,6.162040816,1.944200422,6.93441358,1.883116211
mitten,6.077160494,2.057132719,6.77666205,2.158294742
brownie,5.597222222,1.607213402,6.282322863,1.643588033
spinach,7.199591837,3.542148014,8.170204082,3.52071621
honesty,6.652391975,2.267158478,7.342220599,2.766893595
pretzel,7.167243767,2.463590731,7.7746875,2.420370428
overnight,6.545898438,2.221676205,7.306228374,2.470364004
cheat,6.368055556,2.140791001,6.923673469,2.306572224
raspberry,6.844387755,2.442618384,7.25755102,2.420457245
jaw,7.566587396,3.506663087,7.994809689,3.862617088
poison,6.663194444,2.64268185,7.254766601,2.536100777
pork,7.060555556,2.191207103,7.597318339,2.281502447
springtime,7.013513514,1.931056441,7.802631579,1.974634669
tiptoe,8.071428571,4.139378429,8.391891892,3.822693813
robber,7.75,3.784518549,8.245179063,3.3893927
shush,7.008789063,2.42018814,7.391020408,2.860063813
fry,6.960166468,3.53463926,8.012777778,3.73539476
listener,7.991689751,2.636958266,8.923822715,2.473046962
hopscotch,8.730769231,2.825741993,9.2625,2.844219284
liquid,6.118421053,1.798776651,6.960526316,1.87581182
furniture,7.080645161,2.699063956,7.607253086,2.469622789
mint,6.22528616,2.224190951,6.752595156,2.863969877
germ,5.989387755,1.541223625,6.684081633,1.798774998
hint,6.76,2.501434882,7.373268698,3.048808461
chickenpox,8.861111111,3.444687651,9.702702703,3.705213031
farmyard,8.897058824,4.470067811,9.558823529,4.15561815
tick,6.471428571,1.890155834,7,2.387467277
crib,8.009765625,3.048503623,8.448096886,3.099187428
twin,7.729387755,3.346146738,8.944444444,3.630776733
jean,6.609795918,2.155332791,7.136678201,2.220924735
whack,7.212563915,1.804403102,8,2.214814982
temper,6.841855369,2.726397382,7.694830247,2.731548823
jewel,7.337837838,3.249046984,7.189349112,2.234594386
pilgrim,9.575757576,4.060328674,9.473684211,4.271127721
flavor,6.378787879,1.741184506,7.295898438,1.655079554
chuckle,8.75,3.166014632,9.540540541,2.906836717
swan,7.833333333,3.386925504,7.902249135,3.309564944
organize,7.383217993,2.637527257,8.53849481,2.990109905
crispy,7.146923783,2.020667309,7.671052632,2.724454609
pitcher,7.962350781,3.268072678,8.713039486,3.089971122
killer,7.828571429,2.957897845,8.333333333,2.951996903
annoying,6.985294118,2.001837391,8.132352941,2.400469725
breast,8.342128028,3.173852053,9.162162162,3.676226277
jewelry,7.260816327,2.753047734,8.031635802,2.816342635
buffalo,7.124023438,3.055811537,7.338921762,2.914328592
ignore,8.052631579,4.086545944,8.652777778,3.737492369
hawk,8.308823529,3.85340209,8.833333333,3.697489496
apron,8.621621622,3.202441355,9.710526316,3.254169008
attitude,7.339663988,2.519663684,8.338933528,2.648593833
loaf,8.430555556,3.902659858,8.932432432,3.760470867
chant,8.027027027,3.929846523,8.702702703,3.841403569
responsibility,8.040540541,3.121116205,8.864864865,3.290661553
soldier,8.014285714,2.734544037,8.847222222,2.810234979
fade,7.022497704,2.59381516,7.449074074,2.680268716
comic,9.95,4.194310596,10.08823529,4.655512517
sandman,7.529411765,2.912723334,8.485714286,3.590194396
tan,8.029411765,3.569528397,8.432432432,3.651792106
escalator,7.060595568,2.356429139,8.1765286,2.596468236
tender,8.324324324,3.791833726,8.973684211,4.071900029
survive,8.391891892,3.683927432,8.684210526,3.647326034
generous,7.67517301,2.673747336,8.551428571,2.296079962
brightness,8.636574074,3.106454672,9.590211833,3.185527263
cliff,7.326124567,2.246073171,8.25877551,2.680082535
leftover,7.432432432,2.850833607,8.447368421,2.84934671
rob,8.316894531,2.796581391,8.523265306,3.257705034
price,7.069636678,2.899688015,7.563184806,3.117898235
interest,6.323979592,2.005894766,6.78125,2.253805026
grain,7.532258065,3.211789439,7.492283951,2.972719964
chorus,7.807484568,2.614085929,8.008035062,2.577067654
equipment,8.955882353,3.614716651,9.764705882,3.664397288
sturdy,9.055555556,3.996029776,9.942857143,3.766671624
wound,7.647058824,2.717868516,7.918918919,2.724664897
stringy,9.957142857,3.980414235,9.657894737,4.011984181
relaxed,7.415224913,3.044519247,7.918981481,2.984964712
medium,7.514705882,2.6727732,7.710526316,2.798724562
print,7.644896194,3.358472102,8.277777778,3.383667588
manage,8.263888889,2.869758853,8.464207451,2.790029176
foul,7.673875433,2.732473846,8.374693878,2.964066684
cemetery,8.680555556,3.611791755,9.447368421,3.798629685
arctic,9.411764706,4.622852635,10.25757576,4.115749499
platform,8.381578947,3.484394186,9.368421053,3.350442106
vase,7.569444444,3.00512129,8.457142857,3.204710294
discuss,9.171875,3.997195337,9.014705882,3.957128769
climate,7.173484295,2.595733205,8.154432133,2.813958745
central,8.542857143,3.97486853,9.661764706,4.068952267
splatter,8.861111111,2.462899311,9.324324324,2.821584012
percent,8.277777778,3.07395614,9.040540541,3.165303168
pleasure,8.723684211,2.718051191,9.153846154,2.503034595
woodchuck,8.5,3.002251407,9.460526316,3.122242738
labor,8.814285714,3.957654003,9.222222222,3.921450979
otherwise,7.42867036,2.401397642,8.871794872,3.411894729
locket,7.666666667,2.229670059,8.162037037,2.079944333
faithful,8.72972973,3.457268098,8.701607012,3.143367018
silvery,8.578947368,3.348106193,9.324324324,3.232251142
bizarre,9.161764706,3.716712029,9.302631579,3.695394273
naturally,7.225714286,2.248835366,8.424861496,2.654961742
tow,8.092105263,3.614638525,8.935897436,3.614989785
wintry,8.696969697,3.848578053,8.789473684,3.789444049
per,7.708333333,3.003272025,8.464891975,2.95809483
hoe,7.597222222,3.114068181,8.337837838,3.086831471
delay,7.622558594,3.259959029,7.845221607,3.371597112
option,8.590332031,3.375153387,9.128571429,3.946969905
appearance,9.310810811,3.474812847,9.756756757,3.320018452
endless,7.80401662,2.697311677,8.85734072,2.995414826
hedge,8.861111111,3.984991685,9.861111111,4.082385702
brew,8.785714286,3.704698357,9.102564103,3.980510889
glance,9.243243243,3.497264053,9.891891892,3.563189768
slick,9.175675676,3.998639033,9.512820513,4.03192389
glare,8.120644313,2.316465775,9.024930748,2.11446201
bog,7.475546306,2.449761861,7.999081726,2.046110092
manager,9.824324324,3.691612521,10.5,3.597838857
dread,10.20833333,4.158253411,10.76388889,4.236720617
literally,9.72972973,4.137555966,10.28378378,3.839741999
ferocious,9.347222222,4.347116359,9.986842105,4.320733862
restless,9.125,4.221331882,10.01351351,4.287395102
yogurt,5.965277778,2.169720833,6.899238227,2.328689734
parent,6.618343195,3.191981875,6.527832031,3.01810558
wag,6.601469238,2.596762849,7.066122449,2.287727805
helper,6.779411765,2.283641352,7.1165084,2.333894919
glittery,6.513513514,1.800796454,6.903739612,1.486028697
bacon,7.382352941,3.126278705,8.470588235,3.384324776
hell,6.363811728,2.368494105,7.342857143,2.884470154
swimmer,7.609375,3.979249352,8.090820313,3.116817507
selfish,7.603764922,3.176203834,8.206747405,3.520833941
groceries,7.003652301,1.66264321,7.637409599,1.986086393
bluebird,6.853535354,2.935876495,7.617539027,2.726820328
spoonful,6.337465565,2.124241184,6.688271605,1.903307609
forgive,6.309256055,2.037624774,7.470588235,3.212053946
whine,7.728571429,3.507015778,7.455246914,2.651538419
sunglasses,6.041666667,1.886196728,7.165895062,2.932489102
painter,7.093652445,2.377959187,7.552244898,3.013510878
bunk,6.667936288,1.790167619,7.333990796,2.183525965
skirt,6.464099896,2.581084337,7.391779396,2.591061617
cost,8.270555556,3.14551826,8.96969697,4.038756372
picky,7.112903226,2.996413627,7.108024691,3.098299711
backward,6.953287197,2.111235934,7.584002922,2.422996662
jug,5.467741935,1.923258883,6.541015625,2.379643666
marry,7.696969697,3.367907812,8.222222222,3.503966007
crumb,7.505306122,2.000246341,7.880204529,2.184055733
snowstorm,9.060606061,3.534998178,9.243243243,3.859730887
ruler,8.546875,4.174344405,8.513513514,4.241800074
gravy,6.8125,2.101266899,7.135135135,2.376530643
forwards,6.094594595,1.932319554,6.679487179,2.14441496
foam,7.049671293,2.060021889,7.84992284,2.381167892
tornado,7.592105263,2.680901581,8.472972973,2.891428775
bury,7.649678604,3.052681943,8.486111111,3.702289082
spoil,7.42293645,2.719795546,7.860618014,2.750581005
hiss,7.273877551,3.663081912,7.741512346,3.093014042
skull,7.885714286,3.782867171,8.387110727,3.266417147
halo,6.514285714,1.856965085,6.986842105,2.11968522
mister,7.542857143,2.976307001,8.216216216,3.139224383
mushroom,6.672023375,2.239408533,7.491781723,2.57661335
flu,6.093652445,2.25935608,6.427679158,2.773598431
shield,7.808532778,2.594016909,7.893598616,2.413687928
globe,7.578703704,2.749743454,8.569444444,3.41875662
parakeet,7.457777778,2.564687001,7.945362718,2.404034918
chestnut,7.034722222,2.527105047,8.038927336,2.591086994
armchair,7.051470588,2.140676942,7.539473684,2.644171507
pouch,8.235294118,3.861690818,8.689189189,3.755276568
camper,7.508163265,3.215675303,8.244704164,3.616480069
ski,7.693548387,3.400189748,8.088235294,3.538683603
floppy,7.493469388,3.138106308,8.263503086,2.783813851
savior,8.7,3.909265013,9.202702703,3.877390767
narrator,8.323529412,3.853141876,8.685714286,3.813840342
smooch,8.116349481,2.884113035,8.772096421,3.196494538
aware,8,3.255764119,8.644736842,3.544900972
value,7.485294118,2.559845208,8.371428571,2.518586372
motion,7.315102041,2.54982273,8.352941176,3.028974753
curb,8.315789474,3.596960152,9.631578947,3.511918338
film,7.258064516,2.923670546,7.794117647,3.214827502
nursery,7.716216216,3.493129249,8.045693623,3.223058879
seventh,6.117122473,2.165141374,6.875102041,2.536327522
remote,5.92244898,1.935512829,6.862857143,2.387970553
embrace,7.513513514,2.827166049,8.411357341,2.753222815
grave,7.775969529,2.837218691,8.438711911,2.766286037
roasted,6.852812272,2.344919718,7.84837963,2.480922303
maze,7.664830119,3.006744975,8.598183391,2.500222074
shrimp,7.894463668,2.903952209,8.993512111,3.175792145
ashamed,8.65162037,3.533037847,8.841490139,3.133992052
explorer,8.792824074,3.108543752,9.581081081,3.729599162
limp,7.533235939,2.418171397,8.434210526,2.787935041
actor,6.1875,1.978717408,6.889387755,1.982187615
filthy,6.58067867,2.197646661,7.717948718,3.248065967
stubborn,8.763157895,3.197838886,9.934210526,3.261509874
response,7.310810811,2.93056534,8.216216216,3.094665079
seaside,8.145361578,2.712426961,8.816481994,2.70245582
stem,7.813581315,3.904521863,8.888888889,4.500969913
chimpanzee,8.477959184,2.875020419,8.715485756,3.060753544
carol,8.291666667,3.840340387,8.905405405,3.890583072
aid,7.098183391,2.595372595,7.624081633,2.506337158
bushy,7.802631579,2.667470392,8.315789474,2.35217281
raft,7.513888889,2.750288585,8.047114682,2.60729231
clam,7.617647059,3.609874554,8.230769231,3.557509023
falcon,8.916666667,4.498412418,9.916666667,4.566180023
mega,7.78125,3.167214865,8.696969697,3.082053379
prison,8.902777778,3.504730363,9.581081081,3.432915657
curve,7.412597656,2.022429123,8.009083045,2.677586922
champ,9.027027027,4.39214252,9.283783784,4.026889723
